trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1232DI1,1232,DI,Ramal 3 - VUELTA,179C,1,,12321,,
1232FI0,1232,FI,Ramal 3 - IDA,179C,0,,12320,,
1232FI1,1232,FI,Ramal 3 - VUELTA,179C,1,,12321,,
1232HI0,1232,HI,Ramal 3 - IDA,179C,0,,12320,,
1232HI1,1232,HI,Ramal 3 - VUELTA,179C,1,,12321,,
1232SI0,1232,SI,Ramal 3 - IDA,179C,0,,12320,,
1232SI1,1232,SI,Ramal 3 - VUELTA,179C,1,,12321,,
123DI0,123,DI,Budge - IDA,188D,0,,1230,,
123DI1,123,DI,Budge - VUELTA,188D,1,,1231,,
123FI0,123,FI,Budge - IDA,188D,0,,1230,,
123FI1,123,FI,Budge - VUELTA,188D,1,,1231,,
123HI0,123,HI,Budge - IDA,188D,0,,1230,,
123HI1,123,HI,Budge - VUELTA,188D,1,,1231,,
123SI0,123,SI,Budge - IDA,188D,0,,1230,,
123SI1,123,SI,Budge - VUELTA,188D,1,,1231,,
1242DI0,1242,DI,a Term. La Plata x Av. Mitre,195A,0,,12420,,
1242DI1,1242,DI,a Retiro,195A,1,,12421,,
1242FI0,1242,FI,a Term. La Plata x Av. Mitre,195A,0,,12420,,
1242FI1,1242,FI,a Retiro,195A,1,,12421,,
1242HI0,1242,HI,a Term. La Plata x Av. Mitre,195A,0,,12420,,
1242HI1,1242,HI,a Retiro,195A,1,,12421,,
1242SI0,1242,SI,a Term. La Plata x Av. Mitre,195A,0,,12420,,
1242SI1,1242,SI,a Retiro,195A,1,,12421,,
1243DI0,1243,DI,a Term. La Plata x Autop.,195B,0,,12430,,
1243DI1,1243,DI,a Retiro,195B,1,,12431,,
1243FI0,1243,FI,a Term. La Plata x Autop.,195B,0,,12430,,
1243FI1,1243,FI,a Retiro,195B,1,,12431,,
1243HI0,1243,HI,a Term. La Plata x Autop.,195B,0,,12430,,
1243HI1,1243,HI,a Retiro,195B,1,,12431,,
1243SI0,1243,SI,a Term. La Plata x Autop.,195B,0,,12430,,
1243SI1,1243,SI,a Retiro,195B,1,,12431,,
1244DI0,1244,DI,a Term. La Plata x Autop.,195C,0,,12440,,
1244DI1,1244,DI,a Retiro,195C,1,,12441,,
1244FI0,1244,FI,a Term. La Plata x Autop.,195C,0,,12440,,
1244FI1,1244,FI,a Retiro,195C,1,,12441,,
1244HI0,1244,HI,a Term. La Plata x Autop.,195C,0,,12440,,
1244HI1,1244,HI,a Retiro,195C,1,,12441,,
1244SI0,1244,SI,a Term. La Plata x Autop.,195C,0,,12440,,
1244SI1,1244,SI,a Retiro,195C,1,,12441,,
1245DI0,1245,DI,a Term. La Plata x Autop.,195D,0,,12450,,
1245DI1,1245,DI,a Retiro,195D,1,,12451,,
1245FI0,1245,FI,a Term. La Plata x Autop.,195D,0,,12450,,
1245FI1,1245,FI,a Retiro,195D,1,,12451,,
1245HI0,1245,HI,a Term. La Plata x Autop.,195D,0,,12450,,
1245HI1,1245,HI,a Retiro,195D,1,,12451,,
1245SI0,1245,SI,a Term. La Plata x Autop.,195D,0,,12450,,
1245SI1,1245,SI,a Retiro,195D,1,,12451,,
1246DI0,1246,DI,a Term. La Plata x Autop.,195E,0,,12460,,
1246DI1,1246,DI,a Pza. Constitución,195E,1,,12461,,
1246FI0,1246,FI,a Term. La Plata x Autop.,195E,0,,12460,,
1246FI1,1246,FI,a Pza. Constitución,195E,1,,12461,,
1246HI0,1246,HI,a Term. La Plata x Autop.,195E,0,,12460,,
1246HI1,1246,HI,a Pza. Constitución,195E,1,,12461,,
1246SI0,1246,SI,a Term. La Plata x Autop.,195E,0,,12460,,
1246SI1,1246,SI,a Pza. Constitución,195E,1,,12461,,
1247DI0,1247,DI,a Term. La Plata x Autop.,195F,0,,12470,,
1247DI1,1247,DI,a Liniers,195F,1,,12471,,
1247FI0,1247,FI,a Term. La Plata x Autop.,195F,0,,12470,,
1247FI1,1247,FI,a Liniers,195F,1,,12471,,
1247HI0,1247,HI,a Term. La Plata x Autop.,195F,0,,12470,,
1247HI1,1247,HI,a Liniers,195F,1,,12471,,
1247SI0,1247,SI,a Term. La Plata x Autop.,195F,0,,12470,,
1247SI1,1247,SI,a Liniers,195F,1,,12471,,
1248HI0,1248,HI,a Term. La Plata x Autop.,195G,0,,12480,,
1248HI1,1248,HI,Expreso - Retiro Belgrano Norte,195G,1,,12481,,
1249DI0,1249,DI,a Term. La Plata x Autop.,195H,0,,12490,,
1249DI1,1249,DI,a Retiro Belgrano Norte,195H,1,,12491,,
1249FI0,1249,FI,a Term. La Plata x Autop.,195H,0,,12490,,
1249FI1,1249,FI,a Retiro Belgrano Norte,195H,1,,12491,,
1249HI0,1249,HI,a Term. La Plata x Autop.,195H,0,,12490,,
1249HI1,1249,HI,a Retiro Belgrano Norte,195H,1,,12491,,
1249SI0,1249,SI,a Term. La Plata x Autop.,195H,0,,12490,,
1249SI1,1249,SI,a Retiro Belgrano Norte,195H,1,,12491,,
124DI0,124,DI,a Pompeya - Pte. La Noria - Cruce de Lomas,188E,0,,1240,,
124DI1,124,DI,a Pte. La Noria - Pompeya - Pza. Italia,188E,1,,1241,,
124FI0,124,FI,a Pompeya - Pte. La Noria - Cruce de Lomas,188E,0,,1240,,
124FI1,124,FI,a Pte. La Noria - Pompeya - Pza. Italia,188E,1,,1241,,
124HI0,124,HI,a Pompeya - Pte. La Noria - Cruce de Lomas,188E,0,,1240,,
124HI1,124,HI,a Pte. La Noria - Pompeya - Pza. Italia,188E,1,,1241,,
1748SI1,1748,SI,a Cdad. Universitaria x Aeroparque,160L,1,,17481,,
1749HI0,1749,HI,M - Don Orione x A. Alsina,160M,0,,17490,,
124SI0,124,SI,a Pompeya - Pte. La Noria - Cruce de Lomas,188E,0,,1240,,
124SI1,124,SI,a Pte. La Noria - Pompeya - Pza. Italia,188E,1,,1241,,
1250HI0,1250,HI,a Term. La Plata x Autop.,195I,0,,12500,,
1250HI1,1250,HI,Expreso - Pza. Constitución,195I,1,,12501,,
1251DI0,1251,DI,a Est. VIRREyES / B° AVIACION,371K,0,,12510,,
1251DI1,1251,DI,a VIRREyES ACASSUSO,371K,1,,12511,,
1251FI0,1251,FI,a Est. VIRREyES / B° AVIACION,371K,0,,12510,,
1251FI1,1251,FI,a VIRREyES ACASSUSO,371K,1,,12511,,
1251HI0,1251,HI,a Est. VIRREyES / B° AVIACION,371K,0,,12510,,
1251HI1,1251,HI,a VIRREyES ACASSUSO,371K,1,,12511,,
1251SI0,1251,SI,a Est. VIRREyES / B° AVIACION,371K,0,,12510,,
1251SI1,1251,SI,a VIRREyES ACASSUSO,371K,1,,12511,,
1252DI0,1252,DI,a Est. VIRREyES / BOULOGNE x FATE,371L,0,,12520,,
1252DI1,1252,DI,a VIRREyES x FATE / ACASSUSO,371L,1,,12521,,
1252FI0,1252,FI,a Est. VIRREyES / BOULOGNE x FATE,371L,0,,12520,,
1252FI1,1252,FI,a VIRREyES x FATE / ACASSUSO,371L,1,,12521,,
1252HI0,1252,HI,a Est. VIRREyES / BOULOGNE x FATE,371L,0,,12520,,
1252HI1,1252,HI,a VIRREyES x FATE / ACASSUSO,371L,1,,12521,,
1252SI0,1252,SI,a Est. VIRREyES / BOULOGNE x FATE,371L,0,,12520,,
1252SI1,1252,SI,a VIRREyES x FATE / ACASSUSO,371L,1,,12521,,
1253DI0,1253,DI,a Est. VIRREyES / BOULOGNE x Calle 8,371M,0,,12530,,
1253DI1,1253,DI,a VIRREyES x Calle 8 / ACASSUSO,371M,1,,12531,,
1253FI0,1253,FI,a Est. VIRREyES / BOULOGNE x Calle 8,371M,0,,12530,,
1253FI1,1253,FI,a VIRREyES x Calle 8 / ACASSUSO,371M,1,,12531,,
1253HI0,1253,HI,a Est. VIRREyES / BOULOGNE x Calle 8,371M,0,,12530,,
1253HI1,1253,HI,a VIRREyES x Calle 8 / ACASSUSO,371M,1,,12531,,
1253SI0,1253,SI,a Est. VIRREyES / BOULOGNE x Calle 8,371M,0,,12530,,
1253SI1,1253,SI,a VIRREyES x Calle 8 / ACASSUSO,371M,1,,12531,,
1254DI0,1254,DI,a Est. TORCUATO / Panamericana PTE. MELO,371N,0,,12540,,
1254DI1,1254,DI,a Est. TORCUATO / VIRREyES ACASSUSO,371N,1,,12541,,
1254FI0,1254,FI,a Est. TORCUATO / Panamericana PTE. MELO,371N,0,,12540,,
1254FI1,1254,FI,a Est. TORCUATO / VIRREyES ACASSUSO,371N,1,,12541,,
1254HI0,1254,HI,a Est. TORCUATO / Panamericana PTE. MELO,371N,0,,12540,,
1254HI1,1254,HI,a Est. TORCUATO / VIRREyES ACASSUSO,371N,1,,12541,,
1254SI0,1254,SI,a Est. TORCUATO / Panamericana PTE. MELO,371N,0,,12540,,
1254SI1,1254,SI,a Est. TORCUATO / VIRREyES ACASSUSO,371N,1,,12541,,
125DI0,125,DI,a Eva Peron y Villa de Lujan,188F,0,,1250,,
125DI1,125,DI,a Pza. Italia,188F,1,,1251,,
125FI0,125,FI,a Eva Peron y Villa de Lujan,188F,0,,1250,,
125FI1,125,FI,a Pza. Italia,188F,1,,1251,,
125HI0,125,HI,a Eva Peron y Villa de Lujan,188F,0,,1250,,
125HI1,125,HI,a Pza. Italia,188F,1,,1251,,
125SI0,125,SI,a Eva Peron y Villa de Lujan,188F,0,,1250,,
125SI1,125,SI,a Pza. Italia,188F,1,,1251,,
126HI0,126,HI,Semirapido - IDA,188G,0,,1260,,
126HI1,126,HI,Semirapido - VUELTA,188G,1,,1261,,
127HI0,127,HI,Pte. La Noria - Pompeya - Pza. Italia - IDA,188H,0,,1270,,
127HI1,127,HI,Pte. La Noria - Pompeya - Pza. Italia - VUELTA,188H,1,,1271,,
12DI0,12,DI,Ramal B - IDA,354B,0,,120,,
12DI1,12,DI,Ramal B - VUELTA,354B,1,,121,,
12HI0,12,HI,Ramal B - IDA,354B,0,,120,,
12HI1,12,HI,Ramal B - VUELTA,354B,1,,121,,
12SI0,12,SI,Ramal B - IDA,354B,0,,120,,
12SI1,12,SI,Ramal B - VUELTA,354B,1,,121,,
131DI0,131,DI,1 a UNLZ x Itatí­,020A,0,,1310,,
131DI1,131,DI,1 UNLZ a Retiro x Itatí­,020A,1,,1311,,
131FI0,131,FI,1 a UNLZ x Itatí­,020A,0,,1310,,
131FI1,131,FI,1 UNLZ a Retiro x Itatí­,020A,1,,1311,,
131HI0,131,HI,1 a UNLZ x Itatí­,020A,0,,1310,,
